hotel,arrival_date_year,arrival_date_month,market_segment,customer_type,deposit_type,lead_time_category,canceled_bookings,lost_revenue,avg_adr,avg_stay_duration
City Hotel,2016,February,Direct,Transient-Party,No Deposit,0-30 Days,2,477.0,79.5,3.0
City Hotel,2016,February,Corporate,Transient,No Deposit,0-30 Days,4,277.0,69.25,1.0
City Hotel,2016,February,Offline TA/TO,Transient,Non Refund,31-90 Days,1,225.0,75.0,3.0
City Hotel,2016,February,Corporate,Transient-Party,No Deposit,0-30 Days,3,227.0,75.67,1.0
City Hotel,2016,February,Corporate,Transient-Party,No Deposit,91-180 Days,3,250.0,83.33,1.0
City Hotel,2016,February,Offline TA/TO,Transient,No Deposit,31-90 Days,3,836.08,53.15,5.33
City Hotel,2016,February,Offline TA/TO,Transient,No Deposit,91-180 Days,1,540.0,60.0,9.0
City Hotel,2016,February,Groups,Transient,Non Refund,31-90 Days,3,758.0,78.33,3.0
City Hotel,2016,February,Corporate,Transient,No Deposit,31-90 Days,1,79.0,79.0,1.0
City Hotel,2016,February,Offline TA/TO,Transient-Party,No Deposit,0-30 Days,3,520.0,63.33,2.67
City Hotel,2016,February,Offline TA/TO,Transient-Party,No Deposit,91-180 Days,21,4718.0,59.99,3.71
City Hotel,2016,March,Online TA,Transient,No Deposit,31-90 Days,326,112092.1,97.74,3.57
City Hotel,2016,March,Offline TA/TO,Transient-Party,No Deposit,0-30 Days,4,471.0,59.5,2.0
City Hotel,2016,March,Groups,Transient-Party,No Deposit,0-30 Days,4,903.0,75.25,3.0
City Hotel,2016,March,Online TA,Transient,No Deposit,0-30 Days,149,60930.0,118.64,3.38
City Hotel,2016,March,Direct,Transient,No Deposit,0-30 Days,13,4914.0,145.78,2.46
City Hotel,2016,March,Corporate,Transient-Party,No Deposit,0-30 Days,6,740.0,77.5,1.67
City Hotel,2016,March,Offline TA/TO,Transient,No Deposit,0-30 Days,9,1293.21,64.7,2.22
City Hotel,2016,March,Online TA,Transient-Party,No Deposit,0-30 Days,4,901.68,96.48,2.5
City Hotel,2016,March,Online TA,Transient-Party,No Deposit,31-90 Days,12,4404.28,93.97,3.75
City Hotel,2016,March,Offline TA/TO,Transient-Party,No Deposit,31-90 Days,4,872.48,78.19,2.75
City Hotel,2016,March,Corporate,Transient,No Deposit,0-30 Days,5,695.0,78.2,1.8
City Hotel,2016,March,Complementary,Transient,No Deposit,0-30 Days,3,0.0,0.0,1.33
City Hotel,2016,March,Offline TA/TO,Transient-Party,No Deposit,91-180 Days,2,546.0,91.0,3.0
City Hotel,2016,March,Direct,Transient,No Deposit,31-90 Days,11,6720.36,125.7,4.45
City Hotel,2016,March,Online TA,Transient,No Deposit,91-180 Days,23,9855.57,92.37,4.57
City Hotel,2016,March,Offline TA/TO,Transient,No Deposit,31-90 Days,22,6217.19,78.94,3.64
City Hotel,2016,March,Groups,Transient,No Deposit,0-30 Days,1,237.0,79.0,3.0
City Hotel,2016,March,Offline TA/TO,Transient,Non Refund,31-90 Days,5,6600.0,1145.0,3.2
City Hotel,2016,March,Groups,Transient,Non Refund,91-180 Days,4,974.01,72.11,3.25
City Hotel,2016,March,Groups,Transient-Party,No Deposit,91-180 Days,1,224.4,112.2,2.0
City Hotel,2016,March,Groups,Transient,Non Refund,0-30 Days,2,360.0,90.0,2.0
City Hotel,2016,March,Groups,Transient,Non Refund,365+ Days,5,1011.57,67.44,3.0
City Hotel,2016,March,Groups,Transient,Non Refund,181-365 Days,4,775.0,70.75,2.25
City Hotel,2016,March,Online TA,Contract,No Deposit,91-180 Days,8,2384.11,106.0,2.75
City Hotel,2016,March,Offline TA/TO,Transient,Non Refund,91-180 Days,8,2345.0,104.38,2.75
City Hotel,2016,March,Offline TA/TO,Transient,No Deposit,91-180 Days,3,528.0,61.5,3.0
City Hotel,2016,March,Groups,Transient,Non Refund,31-90 Days,1,192.0,96.0,2.0
City Hotel,2016,March,Online TA,Contract,No Deposit,181-365 Days,1,678.58,96.94,7.0
City Hotel,2016,March,Online TA,Transient-Party,No Deposit,91-180 Days,4,922.2,68.88,3.5
City Hotel,2016,March,Groups,Transient,No Deposit,181-365 Days,1,0.0,0.0,1.0
City Hotel,2016,March,Groups,Transient-Party,No Deposit,31-90 Days,1,260.0,65.0,4.0
City Hotel,2016,April,Online TA,Transient,No Deposit,31-90 Days,323,125338.52,115.62,3.31
City Hotel,2016,April,Direct,Transient,No Deposit,91-180 Days,8,3347.67,90.82,4.5
City Hotel,2016,April,Online TA,Transient,No Deposit,0-30 Days,168,71496.14,131.72,3.12
City Hotel,2016,April,Online TA,Transient-Party,No Deposit,31-90 Days,9,2776.16,101.65,3.0
City Hotel,2016,April,Direct,Transient,No Deposit,0-30 Days,12,3255.65,129.8,2.0
City Hotel,2016,April,Direct,Transient,No Deposit,31-90 Days,8,3011.83,109.6,3.13
City Hotel,2016,April,Online TA,Transient,No Deposit,91-180 Days,92,34158.02,93.56,3.97
City Hotel,2016,April,Online TA,Transient-Party,No Deposit,0-30 Days,1,133.8,44.6,3.0
City Hotel,2016,April,Offline TA/TO,Transient,Non Refund,91-180 Days,12,3045.0,97.5,2.67
City Hotel,2016,April,Online TA,Transient-Party,No Deposit,91-180 Days,3,591.8,64.47,3.33
City Hotel,2016,April,Aviation,Transient-Party,No Deposit,0-30 Days,1,380.0,95.0,4.0
City Hotel,2016,April,Groups,Transient,Non Refund,91-180 Days,8,2501.5,92.06,3.38
City Hotel,2016,April,Offline TA/TO,Transient-Party,No Deposit,31-90 Days,4,484.0,64.75,1.75
City Hotel,2016,April,Online TA,Contract,No Deposit,91-180 Days,8,2089.56,89.07,3.0
City Hotel,2016,April,Offline TA/TO,Transient,No Deposit,0-30 Days,8,1690.6,96.83,2.25
City Hotel,2016,April,Groups,Transient,Non Refund,181-365 Days,9,1083.0,59.11,1.78
City Hotel,2016,April,Groups,Transient-Party,No Deposit,91-180 Days,11,1398.0,78.82,1.64
City Hotel,2016,April,Offline TA/TO,Transient,No Deposit,91-180 Days,4,1142.19,69.8,3.75
City Hotel,2016,April,Offline TA/TO,Transient-Party,No Deposit,181-365 Days,4,1032.4,68.4,3.75
City Hotel,2016,April,Offline TA/TO,Transient-Party,No Deposit,91-180 Days,7,2122.0,81.86,3.86
City Hotel,2016,April,Groups,Transient-Party,No Deposit,181-365 Days,9,1176.0,54.11,2.22
City Hotel,2016,April,Offline TA/TO,Transient,No Deposit,31-90 Days,8,1760.26,77.56,3.38
City Hotel,2016,April,Offline TA/TO,Transient,Non Refund,31-90 Days,1,300.0,100.0,3.0
City Hotel,2016,April,Aviation,Transient,No Deposit,0-30 Days,2,855.0,95.0,4.5
City Hotel,2016,April,Corporate,Transient,No Deposit,0-30 Days,6,3164.0,94.0,4.33
City Hotel,2016,April,Online TA,Contract,No Deposit,181-365 Days,5,1620.0,108.0,3.0
City Hotel,2016,April,Direct,Transient-Party,No Deposit,31-90 Days,1,323.0,80.75,4.0
City Hotel,2016,April,Direct,Transient,No Deposit,181-365 Days,1,605.2,151.3,4.0
City Hotel,2016,April,Offline TA/TO,Transient,Non Refund,181-365 Days,2,520.0,92.5,3.0
City Hotel,2016,April,Offline TA/TO,Transient-Party,No Deposit,0-30 Days,3,473.0,86.33,1.67
City Hotel,2016,April,Groups,Transient-Party,No Deposit,0-30 Days,2,222.0,74.0,1.5
City Hotel,2016,April,Complementary,Transient,No Deposit,0-30 Days,2,0.0,0.0,0.5
City Hotel,2016,April,Direct,Group,No Deposit,181-365 Days,1,381.6,95.4,4.0
City Hotel,2016,April,Offline TA/TO,Transient,Non Refund,365+ Days,2,125.0,62.5,1.0
City Hotel,2016,April,Online TA,Transient,No Deposit,181-365 Days,2,363.31,99.88,2.0
City Hotel,2016,May,Online TA,Transient,No Deposit,0-30 Days,125,49559.03,140.31,2.77
City Hotel,2016,May,Online TA,Transient,No Deposit,91-180 Days,145,61744.41,118.83,3.6
City Hotel,2016,May,Online TA,Transient,No Deposit,31-90 Days,190,78957.94,135.88,3.02
City Hotel,2016,May,Offline TA/TO,Transient-Party,No Deposit,31-90 Days,4,1098.0,85.25,3.25
City Hotel,2016,May,Aviation,Transient,No Deposit,0-30 Days,6,4270.0,105.0,6.83
City Hotel,2016,May,Complementary,Transient,No Deposit,0-30 Days,2,0.0,0.0,1.5
City Hotel,2016,May,Groups,Transient,Non Refund,365+ Days,2,360.0,60.0,3.0
City Hotel,2016,May,Online TA,Contract,No Deposit,181-365 Days,5,1783.0,108.2,3.4
City Hotel,2016,May,Offline TA/TO,Transient,No Deposit,31-90 Days,9,2756.09,100.33,3.11
City Hotel,2016,May,Offline TA/TO,Transient-Party,No Deposit,91-180 Days,4,919.5,82.88,2.75
City Hotel,2016,May,Groups,Transient-Party,No Deposit,91-180 Days,2,415.0,80.0,2.5
City Hotel,2016,May,Offline TA/TO,Transient,Non Refund,181-365 Days,15,4890.0,98.4,3.4
City Hotel,2016,May,Offline TA/TO,Transient,No Deposit,91-180 Days,5,1736.93,105.22,3.2
City Hotel,2016,May,Groups,Transient,Non Refund,181-365 Days,9,797.0,61.0,1.44
City Hotel,2016,May,Groups,Transient-Party,No Deposit,181-365 Days,11,2064.0,78.27,2.18
City Hotel,2016,May,Direct,Transient,No Deposit,91-180 Days,6,2784.93,113.16,4.17
City Hotel,2016,May,Online TA,Transient-Party,No Deposit,91-180 Days,10,4751.91,145.81,3.3
City Hotel,2016,May,Direct,Transient-Party,No Deposit,181-365 Days,1,286.2,95.4,3.0
City Hotel,2016,May,Groups,Transient-Party,No Deposit,31-90 Days,8,1335.0,109.37,1.63
City Hotel,2016,May,Direct,Transient-Party,No Deposit,91-180 Days,2,567.0,94.5,3.0
City Hotel,2016,May,Direct,Transient,No Deposit,31-90 Days,12,5534.73,162.47,2.92
City Hotel,2016,May,Direct,Transient,No Deposit,0-30 Days,17,10603.73,132.3,4.12
City Hotel,2016,May,Offline TA/TO,Transient-Party,No Deposit,181-365 Days,8,2164.0,80.94,3.38
City Hotel,2016,May,Online TA,Contract,No Deposit,91-180 Days,2,522.0,126.0,2.0
City Hotel,2016,May,Groups,Transient,Non Refund,91-180 Days,3,644.0,107.33,2.0
City Hotel,2016,May,Online TA,Transient,No Deposit,181-365 Days,3,563.8,111.13,1.67
City Hotel,2016,May,Corporate,Transient-Party,No Deposit,31-90 Days,4,1210.0,135.0,2.25
City Hotel,2016,May,Direct,Transient,No Deposit,181-365 Days,1,190.8,95.4,2.0
City Hotel,2016,May,Corporate,Transient-Party,No Deposit,0-30 Days,6,1163.18,110.53,1.83
City Hotel,2016,May,Offline TA/TO,Transient,No Deposit,0-30 Days,5,910.6,133.67,1.6
City Hotel,2016,May,Corporate,Transient,No Deposit,31-90 Days,5,1342.6,98.28,2.6
City Hotel,2016,May,Corporate,Transient,No Deposit,0-30 Days,5,796.0,86.6,1.6
City Hotel,2016,May,Offline TA/TO,Transient,Non Refund,0-30 Days,1,280.0,140.0,2.0
City Hotel,2016,May,Offline TA/TO,Transient,Non Refund,31-90 Days,1,280.0,140.0,2.0
City Hotel,2016,May,Direct,Transient-Party,No Deposit,31-90 Days,2,340.0,85.0,2.0
City Hotel,2016,May,Offline TA/TO,Transient-Party,No Deposit,0-30 Days,2,960.0,160.0,3.0
City Hotel,2016,May,Aviation,Transient-Party,No Deposit,0-30 Days,3,330.0,110.0,1.0
City Hotel,2016,May,Corporate,Transient,Non Refund,91-180 Days,1,300.0,100.0,3.0
City Hotel,2016,June,Offline TA/TO,Transient,No Deposit,0-30 Days,4,846.25,99.94,2.25
City Hotel,2016,June,Direct,Transient,No Deposit,31-90 Days,11,8908.03,127.34,4.91
City Hotel,2016,June,Online TA,Transient,No Deposit,31-90 Days,185,67826.13,124.35,2.89
City Hotel,2016,June,Online TA,Transient,No Deposit,0-30 Days,127,52628.71,137.68,2.85
City Hotel,2016,June,Online TA,Transient,No Deposit,91-180 Days,138,57993.06,117.31,3.57
City Hotel,2016,June,Offline TA/TO,Transient,No Deposit,31-90 Days,7,2283.75,96.79,3.43
City Hotel,2016,June,Groups,Transient,Non Refund,181-365 Days,16,2385.0,79.69,1.81
City Hotel,2016,June,Offline TA/TO,Transient,Non Refund,0-30 Days,3,550.0,106.67,1.67
City Hotel,2016,June,Offline TA/TO,Transient-Party,No Deposit,91-180 Days,13,3329.75,101.98,2.62
City Hotel,2016,June,Offline TA/TO,Transient,Non Refund,31-90 Days,4,2080.0,125.0,4.25
City Hotel,2016,June,Offline TA/TO,Transient,No Deposit,91-180 Days,11,4111.6,93.88,4.18
City Hotel,2016,June,Offline TA/TO,Transient,No Deposit,181-365 Days,2,803.93,80.5,5.0
City Hotel,2016,June,Direct,Transient-Party,No Deposit,91-180 Days,1,510.0,127.5,4.0
City Hotel,2016,June,Online TA,Transient-Party,No Deposit,91-180 Days,4,1109.22,122.48,2.5
City Hotel,2016,June,Offline TA/TO,Transient-Party,No Deposit,31-90 Days,10,2670.93,100.39,2.7
City Hotel,2016,June,Direct,Transient,No Deposit,0-30 Days,13,10963.94,145.2,5.46
City Hotel,2016,June,Offline TA/TO,Transient,Non Refund,181-365 Days,11,2731.2,100.96,2.45
City Hotel,2016,June,Groups,Transient-Party,No Deposit,181-365 Days,3,544.99,67.78,2.67
City Hotel,2016,June,Groups,Transient-Party,No Deposit,91-180 Days,2,305.0,92.5,1.5
City Hotel,2016,June,Offline TA/TO,Transient,Non Refund,91-180 Days,7,2180.0,110.0,3.14
City Hotel,2016,June,Corporate,Transient,No Deposit,31-90 Days,1,770.0,110.0,7.0
City Hotel,2016,June,Offline TA/TO,Transient-Party,No Deposit,181-365 Days,6,1234.0,96.83,2.17
City Hotel,2016,June,Offline TA/TO,Transient-Party,No Deposit,0-30 Days,4,790.0,113.75,1.75
City Hotel,2016,June,Online TA,Transient-Party,No Deposit,181-365 Days,1,691.92,115.32,6.0
City Hotel,2016,June,Groups,Transient,No Deposit,0-30 Days,1,92.65,92.65,1.0
City Hotel,2016,June,Groups,Transient-Party,No Deposit,0-30 Days,1,92.65,92.65,1.0
City Hotel,2016,June,Corporate,Transient,No Deposit,0-30 Days,5,617.5,83.5,1.4
City Hotel,2016,June,Corporate,Transient,Non Refund,0-30 Days,1,270.0,90.0,3.0
City Hotel,2016,June,Complementary,Transient,No Deposit,0-30 Days,2,0.0,0.0,1.0
City Hotel,2016,June,Direct,Transient-Party,No Deposit,31-90 Days,2,500.88,62.61,4.0
City Hotel,2016,June,Groups,Transient,Non Refund,91-180 Days,4,2064.0,118.0,4.0
City Hotel,2016,June,Aviation,Transient,No Deposit,0-30 Days,1,380.0,95.0,4.0
City Hotel,2016,June,Corporate,Transient-Party,No Deposit,0-30 Days,1,200.0,100.0,2.0
City Hotel,2016,June,Online TA,Contract,No Deposit,181-365 Days,5,1892.6,124.3,3.0
City Hotel,2016,June,Online TA,Transient,No Deposit,181-365 Days,3,1318.3,92.9,4.67
City Hotel,2016,June,Direct,Transient,No Deposit,181-365 Days,1,551.64,91.94,6.0
City Hotel,2016,June,Direct,Transient,No Deposit,91-180 Days,1,538.5,89.75,6.0
City Hotel,2016,July,Online TA,Transient,No Deposit,91-180 Days,266,131170.64,117.39,4.24
City Hotel,2016,July,Online TA,Transient,No Deposit,0-30 Days,78,28107.13,155.03,2.29
City Hotel,2016,July,Online TA,Transient,No Deposit,31-90 Days,157,64598.73,133.36,3.08
City Hotel,2016,July,Groups,Transient,Non Refund,91-180 Days,1,130.0,65.0,2.0
City Hotel,2016,July,Direct,Transient-Party,No Deposit,31-90 Days,6,2248.75,129.95,2.83
City Hotel,2016,July,Online TA,Transient-Party,No Deposit,91-180 Days,11,3966.9,104.91,3.36
City Hotel,2016,July,Offline TA/TO,Transient,Non Refund,91-180 Days,3,675.0,75.0,3.0
City Hotel,2016,July,Offline TA/TO,Transient,No Deposit,91-180 Days,20,6661.79,74.95,4.5
City Hotel,2016,July,Direct,Transient,No Deposit,31-90 Days,9,4841.1,126.13,4.33
City Hotel,2016,July,Direct,Transient,No Deposit,0-30 Days,9,4232.87,185.1,2.44
City Hotel,2016,July,Online TA,Contract,No Deposit,181-365 Days,7,3442.35,106.71,4.71
City Hotel,2016,July,Online TA,Transient,No Deposit,181-365 Days,31,15967.62,98.17,5.42
City Hotel,2016,July,Offline TA/TO,Transient,No Deposit,31-90 Days,14,7841.28,88.55,5.57
City Hotel,2016,July,Direct,Transient,No Deposit,91-180 Days,3,1214.75,113.25,3.67
City Hotel,2016,July,Offline TA/TO,Transient,Non Refund,181-365 Days,1,660.0,110.0,6.0
City Hotel,2016,July,Offline TA/TO,Transient,No Deposit,181-365 Days,3,184.96,30.83,4.67
City Hotel,2016,July,Direct,Transient-Party,No Deposit,91-180 Days,2,775.5,96.13,4.0
City Hotel,2016,July,Groups,Transient,Non Refund,181-365 Days,3,567.0,72.33,2.33
City Hotel,2016,July,Corporate,Transient-Party,No Deposit,31-90 Days,1,79.0,79.0,1.0
City Hotel,2016,July,Online TA,Transient-Party,No Deposit,181-365 Days,8,2845.15,90.42,3.88
City Hotel,2016,July,Offline TA/TO,Transient,No Deposit,0-30 Days,6,1033.3,82.4,2.17
City Hotel,2016,July,Complementary,Transient,No Deposit,0-30 Days,1,0.0,0.0,2.0
City Hotel,2016,July,Offline TA/TO,Transient-Party,No Deposit,91-180 Days,9,2661.49,91.49,3.22
City Hotel,2016,July,Direct,Transient,No Deposit,181-365 Days,6,2342.28,97.84,4.5
City Hotel,2016,July,Groups,Transient,Non Refund,365+ Days,8,809.0,61.63,1.63
City Hotel,2016,July,Groups,Transient-Party,No Deposit,181-365 Days,2,320.0,80.0,2.0
City Hotel,2016,July,Corporate,Transient,No Deposit,0-30 Days,3,845.0,91.0,2.33
City Hotel,2016,July,Offline TA/TO,Contract,No Deposit,181-365 Days,1,290.19,96.73,3.0
City Hotel,2016,July,Offline TA/TO,Transient-Party,No Deposit,181-365 Days,2,436.0,109.0,2.0
City Hotel,2016,July,Corporate,Transient-Party,No Deposit,0-30 Days,3,495.0,95.0,1.67
City Hotel,2016,July,Groups,Transient-Party,No Deposit,31-90 Days,1,128.0,64.0,2.0
City Hotel,2016,July,Online TA,Transient-Party,No Deposit,0-30 Days,1,93.5,93.5,1.0
City Hotel,2016,July,Direct,Transient-Party,No Deposit,181-365 Days,1,341.0,85.25,4.0
City Hotel,2016,August,Online TA,Transient,No Deposit,0-30 Days,108,44499.34,144.29,2.85
City Hotel,2016,August,Online TA,Transient,No Deposit,31-90 Days,167,77969.53,146.25,3.22
City Hotel,2016,August,Online TA,Transient,No Deposit,91-180 Days,323,167884.35,124.65,4.18
City Hotel,2016,August,Corporate,Transient-Party,Non Refund,91-180 Days,1,318.0,106.0,3.0
City Hotel,2016,August,Direct,Transient,No Deposit,91-180 Days,20,13902.89,126.79,4.95
City Hotel,2016,August,Direct,Transient,No Deposit,31-90 Days,14,6211.95,126.84,3.5
City Hotel,2016,August,Online TA,Transient,No Deposit,181-365 Days,157,79626.06,105.13,4.8
City Hotel,2016,August,Corporate,Transient,No Deposit,0-30 Days,1,130.0,65.0,2.0
City Hotel,2016,August,Offline TA/TO,Transient,No Deposit,91-180 Days,19,6065.74,92.48,3.63
City Hotel,2016,August,Direct,Transient,No Deposit,181-365 Days,4,2047.25,88.06,6.0
City Hotel,2016,August,Groups,Transient,Non Refund,365+ Days,9,862.0,61.0,1.56
City Hotel,2016,August,Direct,Transient-Party,No Deposit,181-365 Days,2,361.0,90.25,2.0
City Hotel,2016,August,Offline TA/TO,Transient,No Deposit,31-90 Days,5,1593.52,88.71,3.6
City Hotel,2016,August,Online TA,Transient-Party,No Deposit,181-365 Days,19,4419.52,122.24,2.05
City Hotel,2016,August,Direct,Transient,No Deposit,0-30 Days,10,3864.4,146.97,3.0
City Hotel,2016,August,Corporate,Transient-Party,No Deposit,0-30 Days,2,130.0,65.0,1.0
City Hotel,2016,August,Offline TA/TO,Transient-Party,No Deposit,181-365 Days,10,2632.45,90.94,3.0
City Hotel,2016,August,Offline TA/TO,Transient,No Deposit,0-30 Days,3,1246.0,97.67,4.0
City Hotel,2016,August,Groups,Transient,Non Refund,181-365 Days,4,514.0,80.5,1.5
City Hotel,2016,August,Offline TA/TO,Contract,No Deposit,181-365 Days,2,720.8,72.08,5.0
City Hotel,2016,August,Offline TA/TO,Transient,No Deposit,181-365 Days,3,936.0,104.0,3.0
City Hotel,2016,August,Groups,Transient,No Deposit,0-30 Days,2,2094.5,179.45,6.0
City Hotel,2016,August,Online TA,Transient-Party,No Deposit,91-180 Days,7,1866.28,119.79,2.29
City Hotel,2016,August,Direct,Transient-Party,No Deposit,91-180 Days,5,1241.49,133.24,1.8
City Hotel,2016,August,Offline TA/TO,Transient,Non Refund,181-365 Days,1,230.0,115.0,2.0
City Hotel,2016,August,Offline TA/TO,Transient-Party,No Deposit,0-30 Days,1,390.0,78.0,5.0
City Hotel,2016,August,Direct,Transient-Party,No Deposit,31-90 Days,3,404.0,134.67,1.0
City Hotel,2016,August,Online TA,Transient,Non Refund,0-30 Days,2,288.6,144.3,1.0
City Hotel,2016,August,Offline TA/TO,Transient-Party,No Deposit,91-180 Days,1,290.7,96.9,3.0
City Hotel,2016,August,Corporate,Transient,No Deposit,31-90 Days,2,1599.92,124.37,5.0
City Hotel,2016,August,Online TA,Contract,No Deposit,181-365 Days,2,1233.05,88.08,7.0
City Hotel,2016,September,Online TA,Transient,No Deposit,31-90 Days,205,93090.05,142.6,3.11
City Hotel,2016,September,Groups,Transient,Non Refund,365+ Days,11,1215.0,61.82,1.73
City Hotel,2016,September,Offline TA/TO,Transient,No Deposit,31-90 Days,11,2851.14,98.4,2.64
City Hotel,2016,September,Online TA,Transient,No Deposit,0-30 Days,142,58288.19,149.85,2.58
City Hotel,2016,September,Online TA,Transient,No Deposit,181-365 Days,87,43364.83,114.41,4.33
City Hotel,2016,September,Online TA,Contract,No Deposit,181-365 Days,1,318.6,106.2,3.0
City Hotel,2016,September,Online TA,Transient,No Deposit,91-180 Days,129,70336.77,138.67,3.95
City Hotel,2016,September,Direct,Transient,No Deposit,91-180 Days,3,1119.0,124.33,3.0
City Hotel,2016,September,Direct,Transient,No Deposit,0-30 Days,28,15777.95,157.21,3.11
City Hotel,2016,September,Groups,Transient,Non Refund,91-180 Days,2,615.0,125.0,2.5
City Hotel,2016,September,Online TA,Transient-Party,No Deposit,91-180 Days,2,1631.14,116.51,7.0
City Hotel,2016,September,Offline TA/TO,Transient-Party,No Deposit,31-90 Days,10,2670.0,90.0,3.0
City Hotel,2016,September,Groups,Transient-Party,No Deposit,31-90 Days,9,2792.0,114.0,2.78
City Hotel,2016,September,Direct,Transient,No Deposit,31-90 Days,5,3963.36,139.44,5.2
City Hotel,2016,September,Complementary,Transient,No Deposit,0-30 Days,1,0.0,0.0,0.0
City Hotel,2016,September,Corporate,Transient-Party,Non Refund,181-365 Days,4,1272.0,106.0,3.0
City Hotel,2016,September,Direct,Transient,No Deposit,181-365 Days,4,1648.2,136.16,3.0
City Hotel,2016,September,Offline TA/TO,Transient-Party,No Deposit,181-365 Days,10,3856.0,105.9,3.7
City Hotel,2016,September,Offline TA/TO,Transient,No Deposit,91-180 Days,9,3148.89,97.19,3.56
City Hotel,2016,September,Groups,Transient,Non Refund,181-365 Days,6,1547.0,104.33,2.33
City Hotel,2016,September,Offline TA/TO,Transient,Non Refund,365+ Days,1,210.0,70.0,3.0
City Hotel,2016,September,Offline TA/TO,Transient-Party,No Deposit,91-180 Days,13,3924.6,111.78,2.77
City Hotel,2016,September,Offline TA/TO,Transient,Non Refund,181-365 Days,12,3465.0,101.67,2.83
City Hotel,2016,September,Aviation,Transient,No Deposit,0-30 Days,4,660.0,110.0,1.5
City Hotel,2016,September,Groups,Transient-Party,No Deposit,0-30 Days,3,597.2,63.53,2.67
City Hotel,2016,September,Corporate,Transient,Non Refund,31-90 Days,3,530.0,105.0,1.67
City Hotel,2016,September,Corporate,Transient-Party,No Deposit,0-30 Days,2,320.0,105.0,1.5
City Hotel,2016,September,Groups,Transient-Party,No Deposit,365+ Days,2,260.0,65.0,2.0
City Hotel,2016,September,Direct,Group,No Deposit,0-30 Days,1,159.0,159.0,1.0
City Hotel,2016,September,Groups,Transient-Party,No Deposit,181-365 Days,1,130.0,65.0,2.0
City Hotel,2016,September,Offline TA/TO,Transient,No Deposit,0-30 Days,8,1978.1,102.36,2.38
City Hotel,2016,September,Offline TA/TO,Transient,Non Refund,91-180 Days,1,125.0,125.0,1.0
City Hotel,2016,September,Corporate,Transient,No Deposit,0-30 Days,8,2813.15,114.95,3.0
City Hotel,2016,September,Offline TA/TO,Transient,Non Refund,0-30 Days,4,490.45,122.61,1.0
City Hotel,2016,September,Online TA,Transient-Party,No Deposit,181-365 Days,5,1647.9,109.86,3.0
City Hotel,2016,September,Offline TA/TO,Transient-Party,No Deposit,0-30 Days,2,294.3,98.1,1.5
City Hotel,2016,September,Groups,Transient,Non Refund,31-90 Days,1,315.0,105.0,3.0
City Hotel,2016,September,Offline TA/TO,Transient-Party,No Deposit,365+ Days,3,675.0,75.0,3.0
City Hotel,2016,October,Corporate,Transient-Party,No Deposit,0-30 Days,1,110.0,110.0,1.0
City Hotel,2016,October,Direct,Transient,No Deposit,0-30 Days,19,6786.12,153.63,2.21
City Hotel,2016,October,Complementary,Transient,No Deposit,0-30 Days,2,0.0,0.0,1.5
City Hotel,2016,October,Online TA,Transient-Party,No Deposit,181-365 Days,13,4184.35,101.81,3.23
City Hotel,2016,October,Groups,Transient-Party,No Deposit,181-365 Days,5,1050.0,95.4,2.2
City Hotel,2016,October,Online TA,Transient,No Deposit,181-365 Days,144,55564.3,106.47,3.67
City Hotel,2016,October,Online TA,Transient,No Deposit,91-180 Days,187,80897.86,122.7,3.42
City Hotel,2016,October,Direct,Transient,No Deposit,91-180 Days,10,5982.86,145.98,4.1
City Hotel,2016,October,Online TA,Transient,No Deposit,0-30 Days,93,39050.89,140.44,2.97
City Hotel,2016,October,Online TA,Transient,No Deposit,31-90 Days,220,89654.98,128.56,3.1
City Hotel,2016,October,Offline TA/TO,Transient,No Deposit,0-30 Days,8,2151.15,104.64,2.38
City Hotel,2016,October,Corporate,Transient-Party,Non Refund,181-365 Days,5,1590.0,106.0,3.0
City Hotel,2016,October,Offline TA/TO,Transient,Non Refund,181-365 Days,12,3261.0,97.42,2.83
City Hotel,2016,October,Offline TA/TO,Transient-Party,No Deposit,31-90 Days,10,2378.0,91.65,2.7
City Hotel,2016,October,Offline TA/TO,Transient,No Deposit,91-180 Days,12,4204.05,94.55,3.92
City Hotel,2016,October,Corporate,Transient,No Deposit,0-30 Days,8,2017.13,119.48,2.0
City Hotel,2016,October,Offline TA/TO,Transient-Party,No Deposit,181-365 Days,7,2300.0,111.43,3.57
City Hotel,2016,October,Groups,Transient,Non Refund,31-90 Days,2,355.0,117.5,1.5
City Hotel,2016,October,Groups,Transient,Non Refund,365+ Days,14,1562.0,62.07,1.79
City Hotel,2016,October,Groups,Transient-Party,No Deposit,31-90 Days,2,684.0,114.0,3.0
City Hotel,2016,October,Direct,Transient,No Deposit,181-365 Days,4,1273.1,102.0,3.25
City Hotel,2016,October,Offline TA/TO,Transient,No Deposit,31-90 Days,8,1938.65,84.54,2.88
City Hotel,2016,October,Aviation,Transient,No Deposit,0-30 Days,3,725.0,105.0,2.33
City Hotel,2016,October,Offline TA/TO,Transient-Party,No Deposit,91-180 Days,9,1705.0,111.67,1.78
City Hotel,2016,October,Groups,Transient,No Deposit,0-30 Days,1,120.0,120.0,1.0
City Hotel,2016,October,Online TA,Transient-Party,No Deposit,91-180 Days,1,98.1,98.1,1.0
City Hotel,2016,October,Direct,Transient-Party,No Deposit,31-90 Days,1,199.42,99.71,2.0
City Hotel,2016,October,Groups,Transient-Party,No Deposit,0-30 Days,4,730.0,152.5,1.25
